food_id,restaurant_id,restaurant,name,description,category,dish_type,spice_level,spice_level_raw,food_type,meal_type,dietary_tags,price,price_flag,currency,rating,city,area,image_url,source,veg_status,semantic_text,cuisine,protein,flavor,base
x97o__malai-tikka-leg-pulao,x97o,Biryani Master -Gulberg,Malai Tikka Leg Pulao,"Malai Tikka Leg Pulao is a main item from Biryani Master -Gulberg, listed under the Rice menu.",Rice,bbq,mild,1,main,anytime,halal,869.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347146/3db072f0-941b-40ce-9043-6c04c51b5364.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Malai Tikka Leg Pulao — Rice category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,unknown,creamy,rice
x97o__pack-of-10-biryani,x97o,Biryani Master -Gulberg,Pack Of 10 Biryani,"Pack Of 10 Biryani is a main item from Biryani Master -Gulberg, listed under the Family & Friends Deal menu.",Family & Friends Deal,biryani,none,0,main,anytime,halal,6499.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/51881046/a3064d42-76d6-4ade-9234-3601a64a1cae.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Pack Of 10 Biryani — Family & Friends Deal category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,unknown,unknown,rice
x97o__pulao-cola-next-deal,x97o,Biryani Master -Gulberg,Pulao Cola Next Deal,"Pulao Cola Next Deal is a beverage item from Biryani Master -Gulberg, listed under the Deals menu.",Deals,biryani,none,0,beverage,anytime,none,757.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/40268975/ecbb1c50-c9df-4aa4-a52a-56719bf5dac6.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Pulao Cola Next Deal — Deals category, beverage dish, vegetarian status unclear, none spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,none,unknown,rice
x97o__raita,x97o,Biryani Master -Gulberg,Raita,"Raita is a main item from Biryani Master -Gulberg, listed under the Sides menu.",Sides,,none,0,main,anytime,none,60.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/products/22111114.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Raita — Sides category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,vegetarian,unknown,rice
x97o__sada-aloo-biryani,x97o,Biryani Master -Gulberg,Sada Aloo Biryani,"Sada Aloo Biryani is a main item from Biryani Master -Gulberg, listed under the Rice menu.",Rice,biryani,none,0,main,anytime,halal,339.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347147/e7068cb0-b875-4606-945e-36e4cd9e9ced.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Sada Aloo Biryani — Rice category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,unknown,unknown,rice
x97o__sada-aloo-pulao,x97o,Biryani Master -Gulberg,Sada Aloo Pulao,"Sada Aloo Pulao is a main item from Biryani Master -Gulberg, listed under the Rice menu.",Rice,biryani,none,0,main,anytime,vegetarian,339.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/24347148/90153be5-054e-4be4-a939-d20ea0f6506f.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Sada Aloo Pulao — Rice category, main dish, vegetarian, none spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,vegetarian,unknown,rice
x97o__salad,x97o,Biryani Master -Gulberg,Salad,"Salad is a side item from Biryani Master -Gulberg, listed under the Sides menu.",Sides,sides,none,0,side,anytime,vegetarian,60.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/products/22111115.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Salad — Sides category, side dish, vegetarian, none spice level, anytime meal, served at Biryani Master -Gulberg.",pakistani,vegetarian,fresh,salad
x97o__shami-kabab,x97o,Biryani Master -Gulberg,Shami Kabab,"Shami Kabab is a main item from Biryani Master -Gulberg, listed under the Sides menu.",Sides,bbq,none,0,main,anytime,halal,100.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/products/87825052.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Shami Kabab — Sides category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,unknown,unknown,rice
x97o__tikka-chest-biryani-cola-next-deal,x97o,Biryani Master -Gulberg,Tikka Chest Biryani Cola Next Deal,"Tikka Chest Biryani Cola Next Deal is a beverage item from Biryani Master -Gulberg, listed under the Deals menu.",Deals,bbq,mild,1,beverage,anytime,halal,998.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/40268986/28eb1337-8448-4ff9-af2f-762d3593022f.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Tikka Chest Biryani Cola Next Deal — Deals category, beverage dish, non-vegetarian, halal, mild spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,none,smoky,rice
x97o__tikka-leg-biryani-cola-next-deal,x97o,Biryani Master -Gulberg,Tikka Leg Biryani Cola Next Deal,"Tikka Leg Biryani Cola Next Deal is a beverage item from Biryani Master -Gulberg, listed under the Deals menu.",Deals,bbq,mild,1,beverage,anytime,halal,968.0,,PKR,4.8,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/x97o/product/40268981/8bb8323a-edd0-447b-a521-7dd1874af1f6.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Tikka Leg Biryani Cola Next Deal — Deals category, beverage dish, non-vegetarian, halal, mild spice level, anytime meal, served at Biryani Master -Gulberg.",Pakistani,none,smoky,rice
cupt__coca-cola-can-250-ml,cupt,Muhammadi Nehari House - Muslim Town,Coca-Cola Can - 250 ml,"Coca-Cola Can - 250 ml is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,153.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915338.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Coca-Cola Can - 250 ml — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,unknown,beverage
cupt__deal,cupt,Muhammadi Nehari House - Muslim Town,Deal,"Deal is a main item from Muhammadi Nehari House - Muslim Town, listed under the Chai Deal menu.",Chai Deal,,none,0,main,anytime,none,288.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/58131595.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Deal — Chai Deal category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",unknown,unknown,unknown,unknown
cupt__fanta-can-250-ml,cupt,Muhammadi Nehari House - Muslim Town,Fanta Can - 250 ml,"Fanta Can - 250 ml is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Beverages menu.",Beverages,,mild,1,beverage,anytime,vegetarian,153.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915344.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Fanta Can - 250 ml — Beverages category, beverage dish, vegetarian, mild spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,unknown,beverage
cupt__fresh-lime,cupt,Muhammadi Nehari House - Muslim Town,Fresh Lime,"Fresh Lime is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Beverages menu.",Beverages,,none,0,beverage,anytime,vegetarian,270.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915341.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Fresh Lime — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,sour,beverage
cupt__fried-beef-nihari,cupt,Muhammadi Nehari House - Muslim Town,Fried Beef Nihari,"Fried Beef Nihari is a main item from Muhammadi Nehari House - Muslim Town, listed under the Nihari menu.",Nihari,curry,none,0,main,anytime,halal,1530.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6914066.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Fried Beef Nihari — Nihari category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,beef,unknown,unknown
cupt__fried-chicken-nihari,cupt,Muhammadi Nehari House - Muslim Town,Fried Chicken Nihari,"Fried Chicken Nihari is a main item from Muhammadi Nehari House - Muslim Town, listed under the Nihari menu.",Nihari,fried_chicken,none,0,main,anytime,halal,1530.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915321.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Fried Chicken Nihari — Nihari category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,chicken,unknown,unknown
cupt__fried-maghaz-nihari,cupt,Muhammadi Nehari House - Muslim Town,Fried Maghaz Nihari,"Fried Maghaz Nihari is a main item from Muhammadi Nehari House - Muslim Town, listed under the Nihari menu.",Nihari,curry,none,0,main,anytime,halal,1800.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915317.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Fried Maghaz Nihari — Nihari category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,mutton,unknown,unknown
cupt__fried-mutton-nihari,cupt,Muhammadi Nehari House - Muslim Town,Fried Mutton Nihari,"Fried Mutton Nihari is a main item from Muhammadi Nehari House - Muslim Town, listed under the Nihari menu.",Nihari,curry,none,0,main,anytime,halal,1980.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915316.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Fried Mutton Nihari — Nihari category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,mutton,unknown,unknown
cupt__fried-separate-maghaz,cupt,Muhammadi Nehari House - Muslim Town,Fried Separate Maghaz,"Fried Separate Maghaz is a main item from Muhammadi Nehari House - Muslim Town, listed under the Nihari menu.",Nihari,curry,none,0,main,anytime,halal,1620.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6914074.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Fried Separate Maghaz — Nihari category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,mutton,unknown,unknown
cupt__gulab-jamun,cupt,Muhammadi Nehari House - Muslim Town,Gulab Jamun,"Gulab Jamun is a dessert item from Muhammadi Nehari House - Muslim Town, listed under the Desserts menu.",Desserts,dessert,none,0,dessert,anytime,vegetarian,225.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915333.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Gulab Jamun — Desserts category, dessert dish, vegetarian, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Dessert,vegetarian,sweet,unknown
cupt__khamiri-roti-takeaway,cupt,Muhammadi Nehari House - Muslim Town,Khamiri Roti Takeaway,"Khamiri Roti Takeaway is a bread item from Muhammadi Nehari House - Muslim Town, listed under the Tandoor menu.",Tandoor,,none,0,bread,anytime,none,54.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/25586327.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Khamiri Roti Takeaway — Tandoor category, bread dish, vegetarian status unclear, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,vegetarian,unknown,roti
cupt__meetha-pura,cupt,Muhammadi Nehari House - Muslim Town,Meetha Pura,"Meetha Pura is a main item from Muhammadi Nehari House - Muslim Town, listed under the Desi Nashta menu.",Desi Nashta,,none,0,main,anytime,none,225.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915310.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Meetha Pura — Desi Nashta category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,unknown,unknown,unknown
cupt__mint-margarita,cupt,Muhammadi Nehari House - Muslim Town,Mint Margarita,"Mint Margarita is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Beverages menu.",Beverages,,none,0,beverage,anytime,vegetarian,405.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6914346.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Mint Margarita — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,fresh,beverage
cupt__muhammadi-special-mutton-nihari,cupt,Muhammadi Nehari House - Muslim Town,Muhammadi Special Mutton Nihari,"Muhammadi Special Mutton Nihari is a main item from Muhammadi Nehari House - Muslim Town, listed under the Nihari menu.",Nihari,curry,none,0,main,anytime,halal,2610.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6914068.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Muhammadi Special Mutton Nihari — Nihari category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,mutton,unknown,unknown
cupt__muhammadi-special-nihari,cupt,Muhammadi Nehari House - Muslim Town,Muhammadi Special Nihari,"Muhammadi Special Nihari is a main item from Muhammadi Nehari House - Muslim Town, listed under the Nihari menu.",Nihari,curry,none,0,main,anytime,halal,2250.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/10517190.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Muhammadi Special Nihari — Nihari category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,unknown,unknown,unknown
cupt__nestle-water-500-ml,cupt,Muhammadi Nehari House - Muslim Town,Nestle Water - 500 ml,"Nestle Water - 500 ml is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,90.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915342.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Nestle Water - 500 ml — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,neutral,beverage
cupt__plain-lassi,cupt,Muhammadi Nehari House - Muslim Town,Plain Lassi,"Plain Lassi is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Beverages menu.",Beverages,,none,0,beverage,anytime,vegetarian,315.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6914345.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Plain Lassi — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,unknown,beverage
cupt__sheermal,cupt,Muhammadi Nehari House - Muslim Town,Sheermal,"Sheermal is a main item from Muhammadi Nehari House - Muslim Town, listed under the Tandoor menu.",Tandoor,,none,0,main,anytime,none,252.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6914268.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Sheermal — Tandoor category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",unknown,unknown,unknown,unknown
cupt__special-halwa,cupt,Muhammadi Nehari House - Muslim Town,Special Halwa,"Special Halwa is a main item from Muhammadi Nehari House - Muslim Town, listed under the Desi Nashta menu.",Desi Nashta,,none,0,main,anytime,none,405.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915314.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Special Halwa — Desi Nashta category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Pakistani,unknown,sweet,unknown
cupt__sprite-can-250-ml,cupt,Muhammadi Nehari House - Muslim Town,Sprite Can - 250 ml,"Sprite Can - 250 ml is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Beverages menu.",Beverages,,none,0,beverage,anytime,vegetarian,153.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915339.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Sprite Can - 250 ml — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,unknown,beverage
cupt__sprite-zero-diet-can-250-ml,cupt,Muhammadi Nehari House - Muslim Town,Sprite Zero Diet Can - 250 ml,"Sprite Zero Diet Can - 250 ml is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Beverages menu.",Beverages,,mild,1,beverage,anytime,vegetarian,162.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915345.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Sprite Zero Diet Can - 250 ml — Beverages category, beverage dish, vegetarian, mild spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,unknown,beverage
cupt__tea,cupt,Muhammadi Nehari House - Muslim Town,Tea,"Tea is a beverage item from Muhammadi Nehari House - Muslim Town, listed under the Tea menu.",Tea,beverage,none,0,beverage,anytime,vegetarian,180.0,,PKR,4.8,Lahore,Muslim Town,https://images.deliveryhero.io/image/fd-pk/Products/6915335.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Tea — Tea category, beverage dish, vegetarian, none spice level, anytime meal, served at Muhammadi Nehari House - Muslim Town.",Cafe,none,unknown,beverage
nsne__7up,nsne,Pizza Hut - Cavalry Ground,7up,"7up is a beverage item from Pizza Hut - Cavalry Ground, listed under the Drinks menu.",Drinks,beverage,none,0,beverage,anytime,vegetarian,280.0,,PKR,4.8,Lahore,Cavalry Ground,https://images.deliveryhero.io/image/fd-pk/Products/98605324.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"7up — Drinks category, beverage dish, vegetarian, none spice level, anytime meal, served at Pizza Hut - Cavalry Ground.",Cafe,none,unknown,beverage
